dataset,dimension,rank,value,rows,population_rows,share,cap
observations,molecule_id,6,MOL-F3B09E33E15C6D6A052F9797,2387,3938372,0.00060608799778182456,20
observations,molecule_id,7,MOL-95C729D9CB98D1A1C12E8732,2335,3938372,0.00059288457261020546,20
observations,molecule_id,8,MOL-D06164C1D12F8E89589E234D,2232,3938372,0.00056673163428949832,20
observations,molecule_id,9,MOL-AF15B3A3BC18E1A0BC5A86CE,1970,3938372,0.00050020668438634035,20
observations,molecule_id,10,MOL-917B6BD05163C956C52E17F6,1805,3938372,0.00045831120066870272,20
observations,molecule_id,11,MOL-A335C516CC8645BD277F5EF3,1769,3938372,0.00044917036785758178,20
observations,molecule_id,12,MOL-D1FFB07FFE98DC56048DCF4B,1760,3938372,0.00044688515965480153,20
observations,molecule_id,13,MOL-8023625A7FE005AACBF1CC40,1727,3938372,0.00043850606291127397,20
observations,molecule_id,14,MOL-10175975D065A926EFF1BDA7,1711,3938372,0.00043444347055077582,20
observations,molecule_id,15,MOL-A2C13C7C530076B88CF621D9,1700,3938372,0.00043165043830293328,20
observations,molecule_id,16,MOL-AF1B8A6EC5BF0B5FE0083C0F,1665,3938372,0.00042276351751434349,20
observations,molecule_id,17,MOL-4C325B5184470F75E20E0B5E,1585,3938372,0.00040245055571185251,20
observations,molecule_id,18,MOL-76CF178129DAFB2724723C30,1553,3938372,0.00039432537099085609,20
observations,molecule_id,19,MOL-90684AFE14D8FCFF88745ECD,1546,3938372,0.00039254798683313814,20
observations,molecule_id,20,MOL-CC19EE5B6876E672F7722376,1539,3938372,0.00039077060267542018,20
observations,protein_id,1,PROT-C6AE8925E983B58B97FBBCE4,259312,3938372,0.065842434386594262,20
observations,protein_id,2,PROT-C0F1F2C0832C7F0FB2E6569F,133441,3938372,0.033882274198577485,20
observations,protein_id,3,PROT-50F9DA1A0930F6993F300D93,74841,3938372,0.01900302967825284,20
observations,protein_id,4,PROT-870C0B107D9D8F97380EC55D,74121,3938372,0.018820213022030421,20
observations,protein_id,5,PROT-C3B4462545C253872E72F50D,41123,3938372,0.010441624102547956,20
observations,protein_id,6,PROT-6953EA93AB40B2B19F3794A8,40000,3938372,0.010156480901245489,20
observations,protein_id,7,PROT-CC8DC1A684CF0B606D916855,29368,3938372,0.0074568882776944378,20
observations,protein_id,8,PROT-E02BC4A518F91C03CA2DE9ED,27064,3938372,0.0068718749777826977,20
observations,protein_id,9,PROT-8D8CB152424F75DBB3A99181,25124,3938372,0.0063792856540722922,20
observations,protein_id,10,PROT-A2A3791BAC4202DC8B18BA4D,24742,3938372,0.0062822912614653977,20
observations,protein_id,11,PROT-AE266D9E3379B49565CE67B3,24574,3938372,0.0062396340416801662,20
observations,protein_id,12,PROT-691C82F82FE96D60648CE311,23853,3938372,0.0060565634734352164,20
observations,protein_id,13,PROT-F06BF062C166285ACF4A1889,21013,3938372,0.0053354533294467862,20
observations,protein_id,14,PROT-E1749D5B4F7EB026966B47B1,19978,3938372,0.0050726543861270594,20
observations,protein_id,15,PROT-F657ABBA905F43CE0EB9B06E,19891,3938372,0.0050505640401668503,20
observations,protein_id,16,PROT-75BDFAFA909A5EAE1A1F958D,18962,3938372,0.0048146797712354241,20
observations,protein_id,17,PROT-1024874FAD3DF5100E181DA7,18877,3938372,0.0047930972493202776,20
observations,protein_id,18,PROT-774DC4515E72271EDB2AC141,17559,3938372,0.0044584412036242386,20
observations,protein_id,19,PROT-FD39E352702D37EBF599506E,16955,3938372,0.004305078342015432,20
observations,protein_id,20,PROT-5E214840E396025DDE2F48A4,16797,3938372,0.0042649602424555122,20
observations,source_id,1,SRC-AF728821208AC735AEE2E0D1,3938372,3938372,1,20
tasks/default,assay_id,1,ASSAY-6246906248BBBF385157B65C,3153,2548198,0.0012373449786868996,20
tasks/default,assay_id,2,ASSAY-AF397702FEABDD6890E3E7DE,2991,2548198,0.0011737706410569352,20
tasks/default,assay_id,3,ASSAY-C0BED7F269EB3A5BF0540008,2938,2548198,0.0011529716293631814,20
tasks/default,assay_id,4,ASSAY-B4CFF72BD8CBF1C0FE4C6E0F,2031,2548198,0.00079703382547196102,20
tasks/default,assay_id,5,ASSAY-968477BDF53826D23031122A,1920,2548198,0.00075347363116994828,20
tasks/default,assay_id,6,ASSAY-176EA55AED595E4A76314E90,1880,2548198,0.00073777626385390779,20
tasks/default,assay_id,7,ASSAY-1F66A447A585BFEE67492E35,1818,2548198,0.00071344534451404484,20
tasks/default,assay_id,8,ASSAY-44DDD2F73F1D7BB13BED73B2,1538,2548198,0.00060356377330176073,20
tasks/default,assay_id,9,ASSAY-64A3401FCB38E0C87DF33FDF,1458,2548198,0.00057216903866967952,20
tasks/default,assay_id,10,ASSAY-9FB31DD9E2682E7CC8303A17,1419,2548198,0.00055686410553653992,20
tasks/default,assay_id,11,ASSAY-318AE54E8534BCAE4630DB48,1381,2548198,0.00054195160658630141,20
tasks/default,assay_id,12,ASSAY-5F0C0CC7AD35C86D78FDFBF5,1366,2548198,0.00053606509384278615,20
tasks/default,assay_id,13,ASSAY-B8FDE5FAA06DCDEF398B3457,1284,2548198,0.00050388549084490295,20
tasks/default,assay_id,14,ASSAY-2CA20E02894826C76FC2ED15,1232,2548198,0.00048347891333405018,20
tasks/default,assay_id,15,ASSAY-FCBAFFD068096B9EEDCB8078,1196,2548198,0.00046935128274961367,20
tasks/default,assay_id,16,ASSAY-56800F2D9D207A07EB741413,1185,2548198,0.00046503450673770249,20
tasks/default,assay_id,17,ASSAY-9C9C1B92A9819517B1D988A6,1185,2548198,0.00046503450673770249,20
tasks/default,assay_id,18,ASSAY-E53F5008860C57FC38C794AA,1160,2548198,0.0004552236521651771,20
tasks/default,assay_id,19,ASSAY-7AE1798CB2725A2179E2A255,1159,2548198,0.00045483121798227611,20
tasks/default,assay_id,20,ASSAY-EA60F272C6C02DE8F52567E4,1157,2548198,0.00045404634961647406,20
tasks/default,canonical_target_id,1,P00533,24915,2548198,0.0097774976669787825,20
tasks/default,canonical_target_id,2,O60885,20095,2548198,0.0078859649053958907,20
tasks/default,canonical_target_id,3,O60674,19065,2548198,0.0074817576970078467,20
tasks/default,canonical_target_id,4,Q06187,17264,2548198,0.0067749837336031184,20
tasks/default,canonical_target_id,5,P35968,16787,2548198,0.0065877926283593345,20
tasks/default,canonical_target_id,6,P51449,16742,2548198,0.0065701330901287887,20
tasks/default,canonical_target_id,7,P14416,15588,2548198,0.0061172640430610182,20
tasks/default,canonical_target_id,8,P23458,15588,2548198,0.0061172640430610182,20
tasks/default,canonical_target_id,9,P56817,13931,2548198,0.0054670006019940367,20
tasks/default,canonical_target_id,10,P34972,12836,2548198,0.0050372851717174257,20
tasks/default,canonical_target_id,11,P35372,12636,2548198,0.0049587983351372222,20
tasks/default,canonical_target_id,12,O00329,12355,2548198,0.0048485243297420374,20
tasks/default,canonical_target_id,13,P21554,12202,2548198,0.0047884818997581818,20
tasks/default,canonical_target_id,14,P52333,11751,2548198,0.004611494083269824,20
tasks/default,canonical_target_id,15,Q9NWZ3,11449,2548198,0.0044929789600337182,20
tasks/default,canonical_target_id,16,P29597,11181,2548198,0.0043878065990162456,20
tasks/default,canonical_target_id,17,P00918,11142,2548198,0.0043725016658831065,20
tasks/default,canonical_target_id,18,Q72547,11101,2548198,0.0043564118643841651,20
tasks/default,canonical_target_id,19,P42336,10959,2548198,0.0043006862104122204,20
tasks/default,canonical_target_id,20,Q13547,10769,2548198,0.0042261237156610279,20
tasks/default,molecule_id,1,MOL-476FE2C7A41F216B657C6726,2167,2548198,0.00085040487434649898,20
tasks/default,molecule_id,2,MOL-DE1DD180A5C0E4C5250113F3,1835,2548198,0.0007201167256233621,20
tasks/default,molecule_id,3,MOL-95C729D9CB98D1A1C12E8732,1647,2548198,0.00064633909923797125,20
tasks/default,molecule_id,4,MOL-B14097017E535147AF319EA5,1314,2548198,0.00051565851633193337,20
tasks/default,molecule_id,5,MOL-AF15B3A3BC18E1A0BC5A86CE,1233,2548198,0.00048387134751695117,20
tasks/default,molecule_id,6,MOL-F3B09E33E15C6D6A052F9797,1231,2548198,0.00048308647915114918,20
tasks/default,molecule_id,7,MOL-917B6BD05163C956C52E17F6,1113,2548198,0.00043677924556882942,20
tasks/default,molecule_id,8,MOL-8023625A7FE005AACBF1CC40,1107,2548198,0.00043442464047142333,20
tasks/default,molecule_id,9,MOL-A335C516CC8645BD277F5EF3,1098,2548198,0.00043089273282531421,20
tasks/default,molecule_id,10,MOL-BA1EA9D3000C0199E7564DFC,1088,2548198,0.00042696839099630408,20
tasks/default,molecule_id,11,MOL-4C325B5184470F75E20E0B5E,1068,2548198,0.00041911970733828378,20
tasks/default,molecule_id,12,MOL-AF1B8A6EC5BF0B5FE0083C0F,1004,2548198,0.00039400391963261884,20
tasks/default,molecule_id,13,MOL-96483D1E6695154F57B4479F,976,2548198,0.0003830157625113904,20
tasks/default,molecule_id,14,MOL-C16345614E3C755BD3C76466,975,2548198,0.00038262332832848941,20
tasks/default,molecule_id,15,MOL-76CF178129DAFB2724723C30,957,2548198,0.0003755595130362711,20
tasks/default,molecule_id,16,MOL-34764721CD5621F114D95DDD,939,2548198,0.00036849569774405284,20
tasks/default,molecule_id,17,MOL-A8C5E0339E624BFF8C7522C0,931,2548198,0.00036535622428084471,20
tasks/default,molecule_id,18,MOL-CC19EE5B6876E672F7722376,927,2548198,0.00036378648754924067,20
tasks/default,molecule_id,19,MOL-171E82D4FB7D641F370ED44B,913,2548198,0.00035829240898862646,20
tasks/default,molecule_id,20,MOL-90684AFE14D8FCFF88745ECD,910,2548198,0.00035711510643992342,20
tasks/default,protein_id,1,PROT-CC8DC1A684CF0B606D916855,24915,2548198,0.0097774976669787825,20
tasks/default,protein_id,2,PROT-AE266D9E3379B49565CE67B3,20095,2548198,0.0078859649053958907,20
tasks/default,protein_id,3,PROT-A2A3791BAC4202DC8B18BA4D,19065,2548198,0.0074817576970078467,20
tasks/default,protein_id,4,PROT-691C82F82FE96D60648CE311,17264,2548198,0.0067749837336031184,20
tasks/default,protein_id,5,PROT-1024874FAD3DF5100E181DA7,16787,2548198,0.0065877926283593345,20
tasks/default,protein_id,6,PROT-F06BF062C166285ACF4A1889,16742,2548198,0.0065701330901287887,20
tasks/default,protein_id,7,PROT-774DC4515E72271EDB2AC141,15588,2548198,0.0061172640430610182,20
tasks/default,protein_id,8,PROT-F657ABBA905F43CE0EB9B06E,15588,2548198,0.0061172640430610182,20
tasks/default,protein_id,9,PROT-C5EEF2137AA3B348036E5B6E,13931,2548198,0.0054670006019940367,20
tasks/default,protein_id,10,PROT-138C3940CB7368CD7698E4D8,12836,2548198,0.0050372851717174257,20
tasks/default,protein_id,11,PROT-D0CE0C6DB3B6A03E85E877DB,12636,2548198,0.0049587983351372222,20
tasks/default,protein_id,12,PROT-AD5160B3A837525E453FB742,12355,2548198,0.0048485243297420374,20
tasks/default,protein_id,13,PROT-8F87850B05B34BEC459ABD70,12202,2548198,0.0047884818997581818,20
tasks/default,protein_id,14,PROT-658D34A58B65D665B83C6D10,11751,2548198,0.004611494083269824,20
tasks/default,protein_id,15,PROT-6150586D202D5071640FBC72,11449,2548198,0.0044929789600337182,20
tasks/default,protein_id,16,PROT-75BDFAFA909A5EAE1A1F958D,11181,2548198,0.0043878065990162456,20
tasks/default,protein_id,17,PROT-780A980B49361B03EDE7F3A3,11142,2548198,0.0043725016658831065,20
tasks/default,protein_id,18,PROT-236B5B49D984BD02D14C8316,11101,2548198,0.0043564118643841651,20
tasks/default,protein_id,19,PROT-B610E6E7A6D928B8FF3A417B,10959,2548198,0.0043006862104122204,20
tasks/default,protein_id,20,PROT-60505AC9EFA7DB9840035A14,10769,2548198,0.0042261237156610279,20
tasks/default,source_id,1,SRC-AF728821208AC735AEE2E0D1,2548198,2548198,1,20
tasks/derived_sensitivity,assay_id,1,ASSAY-83F48C2A77743145DE0F9555,704,67839,0.010377511460959036,20
tasks/derived_sensitivity,assay_id,2,ASSAY-5F0C0CC7AD35C86D78FDFBF5,505,67839,0.0074440955792390807,20
tasks/derived_sensitivity,assay_id,3,ASSAY-6B84C2D82EADEC8CF88FA749,489,67839,0.0072082430460354667,20
tasks/derived_sensitivity,assay_id,4,ASSAY-C2864D2C75716D08C283638B,452,67839,0.0066628340630021082,20
tasks/derived_sensitivity,assay_id,5,ASSAY-5BE281086310ACC040926E3E,421,67839,0.0062058697799201052,20
tasks/derived_sensitivity,assay_id,6,ASSAY-E3FCC8D8A85FF8904A616DA8,381,67839,0.0056162384469110689,20
tasks/derived_sensitivity,assay_id,7,ASSAY-5AF21D364AE93499953A205F,378,67839,0.0055720160969353911,20
tasks/derived_sensitivity,assay_id,8,ASSAY-0431E71493B740557FEB1619,228,67839,0.0033608985981515059,20
tasks/derived_sensitivity,assay_id,9,ASSAY-F9613201D49D3150D8FF5ED0,207,67839,0.0030513421483217618,20
tasks/derived_sensitivity,assay_id,10,ASSAY-CD67F5347395A282D3D6A302,167,67839,0.0024617108153127255,20
tasks/derived_sensitivity,assay_id,11,ASSAY-3E3DF982C3D52DBCFE70A596,160,67839,0.0023585253320361444,20
tasks/derived_sensitivity,assay_id,12,ASSAY-AC829C4442A647FDCB3A0469,156,67839,0.0022995621987352407,20
tasks/derived_sensitivity,assay_id,13,ASSAY-7CA4B3167ECD65F51B307AEF,150,67839,0.0022111174987838856,20
tasks/derived_sensitivity,assay_id,14,ASSAY-9E8B43B0AF294A53846C47FC,138,67839,0.0020342280988811744,20
tasks/derived_sensitivity,assay_id,15,ASSAY-1EC674AE08194BE3B4C0E6D4,132,67839,0.0019457833989298191,20
tasks/derived_sensitivity,assay_id,16,ASSAY-9459B3C27AFFD2DD977B2D12,130,67839,0.0019163018322793674,20
tasks/derived_sensitivity,assay_id,17,ASSAY-59C1B9FCFAED16C3196FBA9D,118,67839,0.0017394124323766565,20
tasks/derived_sensitivity,assay_id,18,ASSAY-73604394279A7CB06396D079,114,67839,0.001680449299075753,20
tasks/derived_sensitivity,assay_id,19,ASSAY-12FBB9977A673B085B5C6AEA,107,67839,0.0015772638157991715,20
tasks/derived_sensitivity,assay_id,20,ASSAY-D083AFCB080E99B7888865C2,106,67839,0.0015625230324739457,20
tasks/derived_sensitivity,canonical_target_id,1,P51449,2052,67839,0.030248087383363553,20
tasks/derived_sensitivity,canonical_target_id,2,P29597,1792,67839,0.026415483718804818,20
tasks/derived_sensitivity,canonical_target_id,3,P61964,1017,67839,0.014991376641754742,20
tasks/derived_sensitivity,canonical_target_id,4,P00519,895,67839,0.013193001076077182,20
tasks/derived_sensitivity,canonical_target_id,5,P00918,758,67839,0.011173513760521234,20
tasks/derived_sensitivity,canonical_target_id,6,O60885,731,67839,0.010775512610740135,20
tasks/derived_sensitivity,canonical_target_id,7,P00533,724,67839,0.010672327127463554,20
tasks/derived_sensitivity,canonical_target_id,8,P36888,714,67839,0.010524919294211295,20
tasks/derived_sensitivity,canonical_target_id,9,P17931,596,67839,0.0087855068618346386,20
tasks/derived_sensitivity,canonical_target_id,10,P15056,538,67839,0.0079305414289715364,20
tasks/derived_sensitivity,canonical_target_id,11,Q8N1Q1,507,67839,0.0074735771458895326,20
tasks/derived_sensitivity,canonical_target_id,12,P43166,487,67839,0.0071787614793850148,20
tasks/derived_sensitivity,canonical_target_id,13,P00915,479,67839,0.0070608352127832074,20
tasks/derived_sensitivity,canonical_target_id,14,P07900,466,67839,0.0068692050295552703,20
tasks/derived_sensitivity,canonical_target_id,15,P10721,454,67839,0.00669231562965256,20
tasks/derived_sensitivity,canonical_target_id,16,O43570,440,67839,0.006485944663099397,20
tasks/derived_sensitivity,canonical_target_id,17,Q16790,383,67839,0.0056457200135615207,20
tasks/derived_sensitivity,canonical_target_id,18,P25090,382,67839,0.0056309792302362948,20
tasks/derived_sensitivity,canonical_target_id,19,P23280,359,67839,0.0052919412137560993,20
tasks/derived_sensitivity,canonical_target_id,20,B0FL73,308,67839,0.0045401612641695777,20
tasks/derived_sensitivity,molecule_id,1,MOL-DE1DD180A5C0E4C5250113F3,1824,67839,0.026887188785212048,20
tasks/derived_sensitivity,molecule_id,2,MOL-B14097017E535147AF319EA5,1282,67839,0.018897684222939606,20
tasks/derived_sensitivity,molecule_id,3,MOL-476FE2C7A41F216B657C6726,529,67839,0.0077978743790445022,20
tasks/derived_sensitivity,molecule_id,4,MOL-A2C13C7C530076B88CF621D9,518,67839,0.0076357257624670178,20
tasks/derived_sensitivity,molecule_id,5,MOL-BA1EA9D3000C0199E7564DFC,484,67839,0.0071345391294093371,20
tasks/derived_sensitivity,molecule_id,6,MOL-1681D63FEB8E293AA003F8A5,376,67839,0.0055425345302849392,20
tasks/derived_sensitivity,molecule_id,7,MOL-FD80E3D413BDAE093BD59B01,357,67839,0.0052624596471056474,20
tasks/derived_sensitivity,molecule_id,8,MOL-42EE74E5353560E4970B9EAB,344,67839,0.0050708294638777103,20
tasks/derived_sensitivity,molecule_id,9,MOL-A8C5E0339E624BFF8C7522C0,327,67839,0.0048202361473488704,20
tasks/derived_sensitivity,molecule_id,10,MOL-8967DEDFF59BA4D8B2A2E4CF,323,67839,0.0047612730140479667,20
tasks/derived_sensitivity,molecule_id,11,MOL-7E645B87607FDD44D79F13EB,298,67839,0.0043927534309173193,20
tasks/derived_sensitivity,molecule_id,12,MOL-C436F97166904C1F0A5F7776,293,67839,0.0043190495142911896,20
tasks/derived_sensitivity,molecule_id,13,MOL-D1FFB07FFE98DC56048DCF4B,287,67839,0.0042306048143398341,20
tasks/derived_sensitivity,molecule_id,14,MOL-9784ECC747539FA10923F03E,281,67839,0.0041421601143884785,20
tasks/derived_sensitivity,molecule_id,15,MOL-CC19EE5B6876E672F7722376,277,67839,0.0040831969810875748,20
tasks/derived_sensitivity,molecule_id,16,MOL-317C7743E80D00F1AB073375,273,67839,0.0040242338477866711,20
tasks/derived_sensitivity,molecule_id,17,MOL-AF1B8A6EC5BF0B5FE0083C0F,267,67839,0.0039357891478353163,20
tasks/derived_sensitivity,molecule_id,18,MOL-F415500941123FCE97E16DA1,258,67839,0.003803122097908283,20
tasks/derived_sensitivity,molecule_id,19,MOL-A335C516CC8645BD277F5EF3,245,67839,0.0036114919146803463,20
tasks/derived_sensitivity,molecule_id,20,MOL-9B21C915CB15AF8CAB693A74,238,67839,0.0035083064314037648,20
tasks/derived_sensitivity,protein_id,1,PROT-F06BF062C166285ACF4A1889,2052,67839,0.030248087383363553,20
tasks/derived_sensitivity,protein_id,2,PROT-75BDFAFA909A5EAE1A1F958D,1792,67839,0.026415483718804818,20
tasks/derived_sensitivity,protein_id,3,PROT-4AAC74CD59A62A8F7873D13A,1017,67839,0.014991376641754742,20
tasks/derived_sensitivity,protein_id,4,PROT-BF25D38A2739F1AAC879A3A5,895,67839,0.013193001076077182,20
tasks/derived_sensitivity,protein_id,5,PROT-780A980B49361B03EDE7F3A3,758,67839,0.011173513760521234,20
tasks/derived_sensitivity,protein_id,6,PROT-AE266D9E3379B49565CE67B3,731,67839,0.010775512610740135,20
tasks/derived_sensitivity,protein_id,7,PROT-CC8DC1A684CF0B606D916855,724,67839,0.010672327127463554,20
tasks/derived_sensitivity,protein_id,8,PROT-56AE2E81ABCC9547DFEBD538,714,67839,0.010524919294211295,20
tasks/derived_sensitivity,protein_id,9,PROT-052EFBD51459FA1503456719,596,67839,0.0087855068618346386,20
tasks/derived_sensitivity,protein_id,10,PROT-2E8FDFF676409529B068E175,538,67839,0.0079305414289715364,20
tasks/derived_sensitivity,protein_id,11,PROT-63580DA3684ECFDDE5BCD4DF,507,67839,0.0074735771458895326,20
tasks/derived_sensitivity,protein_id,12,PROT-2A60D5D9DC762840966E19D5,487,67839,0.0071787614793850148,20
tasks/derived_sensitivity,protein_id,13,PROT-FC55E27C29FC93C5486E4B2F,479,67839,0.0070608352127832074,20
tasks/derived_sensitivity,protein_id,14,PROT-367994300763D03770C7EA1A,466,67839,0.0068692050295552703,20
tasks/derived_sensitivity,protein_id,15,PROT-20A7A9087A5093341DA8C041,454,67839,0.00669231562965256,20
tasks/derived_sensitivity,protein_id,16,PROT-21B18A2C98BF942A667DC0E7,440,67839,0.006485944663099397,20
tasks/derived_sensitivity,protein_id,17,PROT-A6CA0702876B17FEF4A47637,383,67839,0.0056457200135615207,20
tasks/derived_sensitivity,protein_id,18,PROT-DC8E0BB22E44F2B9F6C39138,382,67839,0.0056309792302362948,20
tasks/derived_sensitivity,protein_id,19,PROT-BC20605827B888D4E69006C9,359,67839,0.0052919412137560993,20
tasks/derived_sensitivity,protein_id,20,PROT-E5647B593F9F00957B9789DF,308,67839,0.0045401612641695777,20
tasks/derived_sensitivity,source_id,1,SRC-AF728821208AC735AEE2E0D1,67839,67839,1,20
