structure_id,scaffold_group_id,outer_fold,observed_pic50,pred__honest_stack,absolute_error,pred__v8,absolute_error_v8,v9_improvement_vs_v8,molecular_weight,mol_logp,tpsa,rotatable_bonds,maximum_train_tanimoto,interval90_half_width,extrapolation_or_abstention_flag,measurement_modality,source_family,training_mmp_cliff_member,mmp_analog_covered,observation_count,label_range,label_mad,protocol_completeness_mean,conflict_review,lineage_or_evaluation_caution,nearest_analog_ids,nearest_analog_similarities
HSTR-C751C049CBE3F4C1E56FCDB9,HSCF-C35A2924CC3C30EEED07E705209376850A8491F09C10B98E4299E19F9E1BE8C5,4,9.187086643357144,5.16916905846456,4.017917584892584,5.126911163330078,4.060175480027066,0.042257895134482304,324.722,2.6853,74.55,4.0,0.40625,0.9905061418310943,True,binding_unspecified,chembl_herg_specialized_view,False,False,3,3.5714364798877796e-10,0.0,1.0,False,False,"[""HSTR-0C12DC89F54EA9286E51D3BB"", ""HSTR-1A101E5153ADB1D9A8C153E5"", ""HSTR-7F36E5D0D7D70555F0BF86BB""]","[0.40625, 0.40298507462686567, 0.4]"
HSTR-ADB6C4D2BE43CF4C288BC755,HSCF-76B09D2450D881FF9C41B15278A82A1A3F2D05711437CE2BD2AD66D25288BA31,3,8.657577319,4.69220553603931,3.9653717829606894,4.737746238708496,3.9198310802915035,-0.04554070266918586,286.239,2.2824,111.13,1.0,0.4,0.9880827452834966,True,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-A2047D344B1A6F0CA1BFB5F2"", ""HSTR-412764A513596AFB1580CD55"", ""HSTR-337242D675E4A49ABB918EB9""]","[0.4, 0.3958333333333333, 0.3673469387755102]"
HSTR-C924754EA53F68494E5CA369,HSCF-C35A2924CC3C30EEED07E705209376850A8491F09C10B98E4299E19F9E1BE8C5,4,9.292429823951032,5.350640050248332,3.9417897737027,5.268769264221191,4.023660559729841,0.0818707860271406,322.294,2.3451,74.55,4.0,0.421875,0.9905061418310943,True,radioligand_binding,chembl_herg_specialized_view,True,False,2,9.793588162665401e-11,4.8967940813327004e-11,1.5,False,False,"[""HSTR-0C12DC89F54EA9286E51D3BB"", ""HSTR-1A101E5153ADB1D9A8C153E5"", ""HSTR-D4A2C9CDA8CF45D9946FA14F""]","[0.421875, 0.39705882352941174, 0.38461538461538464]"
HSTR-78483DCEE9DB299418D3F36D,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,9.40893539298675,5.542158625521142,3.866776767465608,5.454761028289795,3.9541743646969554,0.08739759723134721,513.52,4.1787,98.26,6.0,0.5425531914893617,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,2.6499691330172936e-11,1.3249845665086468e-11,0.0,False,False,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E"", ""HSTR-DC76CFB0D7B48B99C8BEFE7E""]","[0.5425531914893617, 0.53125, 0.5268817204301075]"
HSTR-FDA2BF262D9B8DFB2A323E23,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.671620396561263,4.80699923592555,3.8646211606357133,4.898533344268799,3.773087052292464,-0.09153410834324927,516.558,2.01098,151.51,7.0,0.6129032258064516,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,3,0.08940041096323093,0.006160308438737161,0.0,True,True,"[""HSTR-8E1D50677BBE8361FEF1C325"", ""HSTR-10FF2EE4CF94DADCA40B07BD"", ""HSTR-BB16872B8BFE87D06CAA3215""]","[0.6129032258064516, 0.5714285714285714, 0.5656565656565656]"
HSTR-319078477193C6DE0A710A8F,HSCF-5F48F97A23B5E46A44EDFFE9780A984B69690441DE72BE6F4547B942EC3F2B10,0,1.619788758,5.484003478761968,3.864214720761968,5.5009236335754395,3.881134875575439,0.0169201548134712,422.544,3.9517,52.57,3.0,0.5573770491803278,0.960840556938126,False,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-8D7CC690B765CB5888129BCA"", ""HSTR-BD716AA9A086AE2E051A58FB"", ""HSTR-53A5D3DBF544205AD2E1D2FB""]","[0.5573770491803278, 0.46153846153846156, 0.45588235294117646]"
HSTR-9DB7146719CD63AEB53D8EC7,HSCF-79EA888083A71BAD398E22C52A29F4E6BA3652BF820D752CEF67F9A2D1D9A2B0,3,2.301029996,6.120849446938704,3.8198194509387036,5.888498306274414,3.587468310274414,-0.23235114066428952,458.433,5.5344,35.58,2.0,0.43478260869565216,0.9880827452834966,True,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-7D56140A2DE6ED919484C22C"", ""HSTR-8DCB6CAE62F2A711B5FDCF85"", ""HSTR-A3DF76341072F5996CABDCD7""]","[0.43478260869565216, 0.39436619718309857, 0.3835616438356164]"
HSTR-EF4949E38CDD8AFB40C24767,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,9.060480747190692,5.243017849972829,3.8174628972178626,5.241616725921631,3.8188640212690608,0.0014011240511981882,484.56,3.34,122.05,6.0,0.494949494949495,0.960840556938126,True,binding_unspecified,chembl_herg_specialized_view,False,False,2,3.813820370623944e-10,1.906910185311972e-10,0.0,False,False,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-DC76CFB0D7B48B99C8BEFE7E"", ""HSTR-8353C3E54BD25DC250B65B30""]","[0.494949494949495, 0.4948453608247423, 0.49019607843137253]"
HSTR-8EFDE08CD001038DA7966201,HSCF-126329405E07C30CA64FF0D6190A98E6E75727B86F65BAE0A68CF9C2619E0C2C,0,9.454694646499998,5.642756903407894,3.8119377430921046,5.614989280700684,3.8397053657993148,0.027767622707210116,290.515,5.5369,3.88,12.0,0.5151515151515151,0.960840556938126,False,unresolved,quantitative_pic50_release,False,False,2,0.19629464500000005,0.09814732250000002,0.0,True,True,"[""HSTR-E0ACAB31166E9E060B53AC0B"", ""HSTR-6DDC3F3974BAC4E6E32ED7CC"", ""HSTR-82E474546E26C814422D211B""]","[0.5151515151515151, 0.5, 0.5]"
HSTR-1E8B1F8BBD228C3675BCFE2E,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,9.136677139939772,5.354251484645201,3.7824256552945714,5.245884418487549,3.8907927214522235,0.10836706615765213,511.529,3.4467,107.49,7.0,0.6931818181818182,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,1.2045475727973098e-10,6.022737863986549e-11,0.0,False,False,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E"", ""HSTR-E2B51F72D4AC33AA9BB8D6B8""]","[0.6931818181818182, 0.6777777777777778, 0.6703296703296703]"
HSTR-5C37BECBF2505ECDE26B572C,HSCF-200020BF7B40106929CB3614F2FFD1F53611BA0E4F330428326E180A57EF826A,3,0.6000000000008285,4.353184072624342,3.7531840726235135,4.245596885681152,3.645596885680324,-0.10758718694318947,391.943,3.30118,59.73,7.0,0.582089552238806,0.9880827452834966,False,patch_clamp_electrophysiology,chembl_herg_specialized_view,True,True,2,1.6570078642530461e-12,8.285039321265231e-13,1.0,False,False,"[""HSTR-454205CCAB9DE90995CF4628"", ""HSTR-AAC6E2E43BEE31E6E79B28E1"", ""HSTR-E4CC4D4119414776DFDA8A35""]","[0.582089552238806, 0.5735294117647058, 0.5571428571428572]"
HSTR-840C7A5689D691E00D8EF181,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.849267963267469,5.0976336326272635,3.751634330640205,5.104536533355713,3.744731429911756,-0.006902900728449346,505.575,3.1771,116.72,8.0,0.5425531914893617,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,0.009208001465061955,0.004604000732530977,0.0,True,True,"[""HSTR-3DF04B68C666A95D957296E2"", ""HSTR-8E1D50677BBE8361FEF1C325"", ""HSTR-046CE5B06A986A77352361E7""]","[0.5425531914893617, 0.5376344086021505, 0.53125]"
HSTR-FF7327F38F8F86FC3602D2BA,HSCF-D3FAA4C876ED89605BE24B01B0A78E891E26378634FE33B7A6BBFDAD7CC1AC5D,4,9.0,5.277298580385473,3.722701419614527,5.158451557159424,3.841548442840576,0.11884702322604923,394.456,3.53522,96.85,4.0,0.5079365079365079,0.9905061418310943,False,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-8C5307C9F37923E94928C893"", ""HSTR-A6D0D2203F9F8B21AFBB6743"", ""HSTR-FEC6D1961FF6D2B1F452A6C3""]","[0.5079365079365079, 0.28378378378378377, 0.28378378378378377]"
HSTR-E7771F6BBBF2DE5307B11B63,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.774721495479973,5.116829124443206,3.657892371036767,5.238880634307861,3.5358408611721117,-0.1220515098646553,495.543,2.90326,145.84,6.0,0.6236559139784946,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,0.0103408329599457,0.00517041647997285,0.0,True,True,"[""HSTR-2E445286DC4485659BBE47F4"", ""HSTR-046CE5B06A986A77352361E7"", ""HSTR-16B53A255BAD8A30C2367AC4""]","[0.6236559139784946, 0.6153846153846154, 0.6063829787234043]"
HSTR-E5D8D061803E94DF5882DB86,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.795880017172038,5.1514320694753115,3.644447947696727,5.09707498550415,3.698805031667888,0.054357083971161124,500.559,3.04018,131.28,7.0,0.5102040816326531,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,3.440749907213103e-10,1.7203749536065516e-10,0.0,False,False,"[""HSTR-3DF04B68C666A95D957296E2"", ""HSTR-8E1D50677BBE8361FEF1C325"", ""HSTR-046CE5B06A986A77352361E7""]","[0.5102040816326531, 0.5051546391752577, 0.5]"
HSTR-45C968F4EB3D2FD5B5E7AB17,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.919016691841776,5.281956464912382,3.6370602269293943,5.141422271728516,3.7775944201132603,0.14053419318386595,506.582,3.365,101.5,7.0,0.5473684210526316,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,0.003604124316451518,0.001802062158225759,0.0,True,True,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-8353C3E54BD25DC250B65B30"", ""HSTR-41C14C453A1725A11796CF67""]","[0.5473684210526316, 0.5408163265306123, 0.5408163265306123]"
HSTR-F1AEA1F097354B53AFF11EE2,HSCF-C35A2924CC3C30EEED07E705209376850A8491F09C10B98E4299E19F9E1BE8C5,4,8.671620396561263,5.035349122929914,3.6362712736313485,5.048154830932617,3.6234655656286456,-0.012805708002702865,308.267,2.171,74.55,4.0,0.4918032786885246,0.9905061418310943,True,binding_unspecified,chembl_herg_specialized_view,True,False,3,4.3873704669294966e-10,0.0,1.0,False,False,"[""HSTR-1204C79159ADD5551213E5C4"", ""HSTR-0C12DC89F54EA9286E51D3BB"", ""HSTR-4238B138F13D192036FA1293""]","[0.4918032786885246, 0.3968253968253968, 0.373134328358209]"
HSTR-47255192870B2C07B65F1293,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.703356966321762,5.096085934381747,3.607271031940015,5.022668361663818,3.6806886046579432,0.07341757271792826,500.559,3.04018,131.28,7.0,0.5204081632653061,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,0.008773924643524111,0.004386962321762056,0.0,True,True,"[""HSTR-3DF04B68C666A95D957296E2"", ""HSTR-8E1D50677BBE8361FEF1C325"", ""HSTR-046CE5B06A986A77352361E7""]","[0.5204081632653061, 0.5, 0.49504950495049505]"
HSTR-8B2BF4C06813E3B58E853A5D,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,9.050609993177543,5.4485933214406,3.6020166717369433,5.28358793258667,3.7670220605908735,0.16500538885393023,531.51,4.3178,98.26,6.0,0.6629213483146067,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,3.5508662676875247e-10,1.7754331338437623e-10,0.0,False,False,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E"", ""HSTR-E2B51F72D4AC33AA9BB8D6B8""]","[0.6629213483146067, 0.6483516483516484, 0.6413043478260869]"
HSTR-F3F3E1CB1D674937746D67A8,HSCF-FA31EFF30EAEEAC07EA00D78A580968395E368E32AE0E9F680A99C7450F57A2B,2,5.346787486224656,8.94062809259241,3.5938406063677544,8.337247848510742,2.990460362286086,-0.6033802440816682,494.512,4.451,60.08,7.0,0.7763157894736842,0.9780001955240021,False,patch_clamp_electrophysiology,chembl_herg_specialized_view,False,False,3,3.539269161693163,2.2465584947894968e-10,2.3333333333333335,True,True,"[""HSTR-309A7575633A5ED63175BA99"", ""HSTR-6069A7089E1B447F032B7269"", ""HSTR-3A0510E143CC9E699506D880""]","[0.7763157894736842, 0.7671232876712328, 0.7402597402597403]"
HSTR-C27419EC56BC9D44B8A991F3,HSCF-B13FDFE9C290AB77BCA43345616E1478A04EEE9D7423E2EC50C6827711773A6B,1,1.045757491,4.633892256497598,3.588134765497598,4.842745304107666,3.796987813107666,0.2088530476100683,551.573,4.7997,94.53,5.0,0.5357142857142857,0.969152967196047,False,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-5155C0AF8ACE0A49D95D519C"", ""HSTR-FEAA2FF0DE83C899082E6038"", ""HSTR-EB0A759AF90067DFC2C2D027""]","[0.5357142857142857, 0.45054945054945056, 0.4375]"
HSTR-ACBC771247E000C079A46B6F,HSCF-56DEE5D4533BD4E712202AC628A2E12DC38141B4A4A4FD719D8601457B7B6058,0,7.4089353929735005,3.834084947350976,3.5748504456225243,4.090096473693848,3.318838919279653,-0.2560115263428715,733.937,1.7856,193.91,7.0,0.8072289156626506,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,3,3.0000000000264997,2.6499691330172936e-11,0.0,True,True,"[""HSTR-F6CE8D00598716760CC1651C"", ""HSTR-CC1DF3C17681D9926DBA60AF"", ""HSTR-CA8F0BA7970FCF4D038FAB6B""]","[0.8072289156626506, 0.7790697674418605, 0.7419354838709677]"
HSTR-D2FC3F9F74E4942529A097C9,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.922635896303735,5.377908495236105,3.5447274010676297,5.252763748168945,3.6698721481347896,0.12514474706715983,521.593,4.00612,107.49,8.0,0.6593406593406593,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,0.0036342846074681745,0.0018171423037340872,0.0,True,True,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E"", ""HSTR-E2B51F72D4AC33AA9BB8D6B8""]","[0.6593406593406593, 0.6451612903225806, 0.6382978723404256]"
HSTR-0E1550552D46BAF8CB4212AF,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,9.004364805201224,5.522709194582077,3.4816556106191463,5.4085822105407715,3.5957825946604522,0.11412698404130595,513.52,4.1787,98.26,6.0,0.5652173913043478,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,4.0244962917768135e-10,2.0122481458884067e-10,0.0,False,False,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E"", ""HSTR-E2B51F72D4AC33AA9BB8D6B8""]","[0.5652173913043478, 0.5531914893617021, 0.5473684210526316]"
HSTR-74A145A45F5040BB6E38A145,HSCF-83A83E6DF8D054BB29ED268018E4FCA13EA2F379608BE888ADA08293996A4AD0,1,9.0,5.520135861157841,3.479864138842159,5.508643627166748,3.491356372833252,0.011492233991092782,351.381,3.9999,74.08,6.0,0.34782608695652173,0.969152967196047,True,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-DAC2D05C81F328EAC7B94210"", ""HSTR-00A266FC1B228A3022AFDBA5"", ""HSTR-C1CF4EAFF76D092A8CA716AA""]","[0.34782608695652173, 0.3116883116883117, 0.27631578947368424]"
HSTR-54A7464D51D18FA86BA1C600,HSCF-535FCCE8E20030CE4B10A31D61CFC8F3EC5D92556235F12A942A995348371C2C,4,1.124938737,4.6021224896411335,3.4771837526411336,4.639166831970215,3.514228094970215,0.03704434232908138,465.961,2.6901,83.3,6.0,0.6666666666666666,0.9905061418310943,False,unresolved,quantitative_pic50_release,True,True,1,0.0,0.0,0.0,False,False,"[""HSTR-159BB65CDF5D20F953E6B10E"", ""HSTR-90B2AB4A507EC4350D512C2C"", ""HSTR-06172816C6EA13F32EB0221E""]","[0.6666666666666666, 0.6575342465753424, 0.6388888888888888]"
HSTR-2162D21D3CFDFAAB62A4FE00,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.679858685018619,5.225904030956589,3.45395465406203,5.235300540924072,3.4445581440945467,-0.009396509967483091,484.56,3.34,122.05,6.0,0.5376344086021505,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,0.00415596003723806,0.00207798001861903,0.0,True,True,"[""HSTR-DC76CFB0D7B48B99C8BEFE7E"", ""HSTR-CA49B20BCB433D2B756388C6"", ""HSTR-03052BCF265860C55C56FA45""]","[0.5376344086021505, 0.5263157894736842, 0.5263157894736842]"
HSTR-FF2278EE79E72A446F6E1666,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.747153746345553,5.313031106436411,3.434122639909142,5.3338141441345215,3.413339602211032,-0.020783037698110185,505.575,3.1771,116.72,8.0,0.5666666666666667,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,0.004852502691106153,0.0024262513455530765,0.0,True,True,"[""HSTR-8E1D50677BBE8361FEF1C325"", ""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E""]","[0.5666666666666667, 0.5425531914893617, 0.53125]"
HSTR-011022503A435E786AF2D1B6,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.769551078810863,5.385943530786713,3.38360754802415,5.290581703186035,3.4789693756248283,0.09536182760067824,561.536,4.3264,107.49,7.0,0.6559139784946236,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,True,False,2,3.7827341259344394e-10,1.8913670629672197e-10,0.0,False,False,"[""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E"", ""HSTR-E2B51F72D4AC33AA9BB8D6B8""]","[0.6559139784946236, 0.6421052631578947, 0.6354166666666666]"
HSTR-1976C34FC6790BD3D2D920F5,HSCF-8CA7CAED3B0BB953018FA3C2053549C544522941CBBE272B2DF4460B9BAEEE17,0,8.602930321952133,5.281481409613939,3.3214489123381945,5.129132270812988,3.473798051139145,0.15234913880095036,493.539,3.3076,107.49,7.0,0.5652173913043478,0.960840556938126,False,binding_unspecified,chembl_herg_specialized_view,False,False,2,0.001740661904262808,0.000870330952131404,0.0,True,True,"[""HSTR-8E1D50677BBE8361FEF1C325"", ""HSTR-046CE5B06A986A77352361E7"", ""HSTR-FF4A5184DEC262F87EFE153E""]","[0.5652173913043478, 0.5578947368421052, 0.5463917525773195]"
HSTR-FFA9AA869E522D1F8C9D6B4B,HSCF-C35A2924CC3C30EEED07E705209376850A8491F09C10B98E4299E19F9E1BE8C5,4,8.920818753976189,5.625781432299369,3.29503732167682,5.483626365661621,3.4371923883145676,0.14215506663774757,339.733,3.07532,57.76,5.0,0.6333333333333333,0.9905061418310943,False,radioligand_binding,chembl_herg_specialized_view,True,False,2,4.7625903221160115e-11,2.3812951610580058e-11,1.5,False,False,"[""HSTR-DD03CB6A3756AAD207E26C15"", ""HSTR-0C12DC89F54EA9286E51D3BB"", ""HSTR-1A101E5153ADB1D9A8C153E5""]","[0.6333333333333333, 0.5245901639344263, 0.4264705882352941]"
HSTR-7E043585C42D718A7A5690DB,HSCF-2051450CB25968F3846DDDF5C928AD3FC824E61F0E14665067641A3F9AFC1BE5,3,1.200000003,4.493868597242048,3.293868594242048,4.5158371925354,3.3158371895354004,0.0219685952933526,424.541,3.0514,89.87,8.0,0.3023255813953488,0.9880827452834966,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,False,False,3,1.9000000025966077,3.0136333428743e-09,1.3333333333333333,True,True,"[""HSTR-08AAABE08B7ED849AF833109"", ""HSTR-64D87A2265895E539178A1BA"", ""HSTR-30861B58045DCE4F86B4B269""]","[0.3023255813953488, 0.3020833333333333, 0.2976190476190476]"
