structure_id,scaffold_group_id,outer_fold,observed_pic50,pred__honest_stack,absolute_error,pred__v8,absolute_error_v8,v9_improvement_vs_v8,molecular_weight,mol_logp,tpsa,rotatable_bonds,maximum_train_tanimoto,interval90_half_width,extrapolation_or_abstention_flag,measurement_modality,source_family,training_mmp_cliff_member,mmp_analog_covered,observation_count,label_range,label_mad,protocol_completeness_mean,conflict_review,lineage_or_evaluation_caution,nearest_analog_ids,nearest_analog_similarities
HSTR-7E5393CEFB97EAEC2A292DEC,HSCF-1EE2523558D99FE14390819A3869B533103B75CC8CB4F7ED6424E5658FF905DE,2,8.301029996,7.786098369707279,0.5149316262927215,6.946456432342529,1.3545735636574712,0.8396419373647497,506.584,5.0591,43.78,3.0,0.78125,0.9780001955240021,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-18B86A941AB90E1DAC869E6F"", ""HSTR-2FA805F478E9826B2D20A00D"", ""HSTR-540F0C876523F222C7A8EEB6""]","[0.78125, 0.78125, 0.49333333333333335]"
HSTR-ACFB69ED0158E03A0AEDAAC2,HSCF-1D8C1F713AFBCAA4AE551C18FB018D8E44792FEBB38E9682D8DE0C5F8A2CFFA6,0,7.958607314920887,7.414127453325512,0.5444798615953754,6.5763258934021,1.3822814215187877,0.8378015599234123,479.528,4.2418,83.29,6.0,0.7466666666666667,0.960840556938126,True,radioligand_binding,chembl_herg_specialized_view,True,True,2,1.582254327558985e-10,7.911271637794925e-11,1.5,False,False,"[""HSTR-5AC80DCD43C9F0954B0A83CD"", ""HSTR-29168C5042983A16C23947AC"", ""HSTR-3304CF1102E751B85763C743""]","[0.7466666666666667, 0.7466666666666667, 0.6835443037974683]"
HSTR-E5B0519216BA7936765ED3A2,HSCF-BB09267982AF80FE5A8A63C54D3F5929770BA9E922967543F916929FA14D7F24,3,8.229147988,8.15668115949945,0.07246682850054853,7.323228359222412,0.9059196287775872,0.8334528002770387,468.588,4.5349,43.78,4.0,0.676056338028169,0.9880827452834966,False,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-285AA7EC7BA9C6F1AC877E90"", ""HSTR-6EA41A2083EF7E6C24958D54"", ""HSTR-66BFA4E41AD1CB400BE821F1""]","[0.676056338028169, 0.6527777777777778, 0.6486486486486487]"
HSTR-F3857567748FC89BED0EE426,HSCF-DD1605ABFE15CDA0D9EE482EB363B531723D31327662EA6FED270E67B8E74A08,1,9.251811973,9.09400931909593,0.15780265390407067,8.266246795654297,0.9855651773457037,0.827762523441633,322.437,3.251,32.26,2.0,0.7755102040816326,0.969152967196047,True,unresolved,quantitative_pic50_release,True,False,1,0.0,0.0,0.0,False,False,"[""HSTR-AC01464623ED52A93BD03001"", ""HSTR-009D462944102DC11CE52776"", ""HSTR-85F66C0BD6A941BE558C12E5""]","[0.7755102040816326, 0.7058823529411765, 0.6415094339622641]"
HSTR-6AEF7AAFEDD59C6ACFDD471B,HSCF-1EE2523558D99FE14390819A3869B533103B75CC8CB4F7ED6424E5658FF905DE,2,8.301029996,7.77400853271215,0.5270214632878503,6.956365585327148,1.344664410672852,0.8176429473850018,506.584,5.0591,43.78,3.0,0.78125,0.9780001955240021,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-18B86A941AB90E1DAC869E6F"", ""HSTR-2FA805F478E9826B2D20A00D"", ""HSTR-540F0C876523F222C7A8EEB6""]","[0.78125, 0.78125, 0.49333333333333335]"
HSTR-8812EB1AC9E1140F97FAE5DD,HSCF-73E360F59377758AFA52DA9580617D12324694B0E28260AA75AF3DEEE17B1AD0,0,8.69897000416801,6.915861646588824,1.7831083575791853,6.109702110290527,2.589267893877482,0.8061595362982965,508.539,4.4935,60.08,9.0,0.7777777777777778,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,True,True,2,3.360192124546302e-10,1.680096062273151e-10,2.0,False,False,"[""HSTR-25A92FB0FCC2F8A6B14E36CE"", ""HSTR-F3F3E1CB1D674937746D67A8"", ""HSTR-470DAFA65929196D841C2CE6""]","[0.7777777777777778, 0.6352941176470588, 0.6022727272727273]"
HSTR-042B40919B66AA1EFCB7B821,HSCF-F67DA1B9A55FDD39E7144A34CC673A5FCE2A30FEABF204F2A49071F19CDB7DCF,1,8.060480747190692,6.56115219837808,1.4993285488126116,5.763041973114014,2.297438774076678,0.7981102252640664,503.525,4.1889,92.52,7.0,0.75,0.969152967196047,True,radioligand_binding,chembl_herg_specialized_view,True,True,2,3.813820370623944e-10,1.906910185311972e-10,1.5,False,False,"[""HSTR-1B255D5E7968B77FFF5EC6BA"", ""HSTR-6A038C250B3976DC160A5147"", ""HSTR-9F91E897C75CB6875AA9F181""]","[0.75, 0.75, 0.75]"
HSTR-C9B2DB0C2058EFAD997534CB,HSCF-F67DA1B9A55FDD39E7144A34CC673A5FCE2A30FEABF204F2A49071F19CDB7DCF,1,8.060480747,6.560892791138819,1.4995879558611804,5.763041973114014,2.297438773885986,0.7978508180248056,503.525,4.1889,92.52,7.0,0.75,0.969152967196047,True,unresolved,quantitative_pic50_release,True,True,1,0.0,0.0,0.0,False,False,"[""HSTR-1B255D5E7968B77FFF5EC6BA"", ""HSTR-6A038C250B3976DC160A5147"", ""HSTR-9F91E897C75CB6875AA9F181""]","[0.75, 0.75, 0.75]"
HSTR-0E2CC8FDFF0DEE9614034A26,HSCF-1EE2523558D99FE14390819A3869B533103B75CC8CB4F7ED6424E5658FF905DE,2,8.0,7.870933934780366,0.12906606521963404,7.088813781738281,0.9111862182617188,0.7821201530420847,505.049,5.4343,43.78,3.0,0.7101449275362319,0.9780001955240021,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-2FA805F478E9826B2D20A00D"", ""HSTR-18B86A941AB90E1DAC869E6F"", ""HSTR-E5B0519216BA7936765ED3A2""]","[0.7101449275362319, 0.7101449275362319, 0.48717948717948717]"
HSTR-C2CA82E9CC154A364BF0D70F,HSCF-AB151C259C9CC9CECA5E32A5CB06CBE36F21B0E4661B5E2DACED25F6320B54BF,0,8.82390874097216,7.050363343674695,1.7735453972974646,6.2689127922058105,2.554995948766349,0.7814505514688843,457.544,4.6197,47.19,8.0,0.6582278481012658,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,False,False,2,5.568168148784025e-11,2.7840840743920126e-11,2.0,False,False,"[""HSTR-470DAFA65929196D841C2CE6"", ""HSTR-03F60B0C3023D6F7C54F021F"", ""HSTR-25A92FB0FCC2F8A6B14E36CE""]","[0.6582278481012658, 0.6455696202531646, 0.6341463414634146]"
HSTR-2F9757638D5BAE80C64FC2DB,HSCF-1EE2523558D99FE14390819A3869B533103B75CC8CB4F7ED6424E5658FF905DE,2,8.0,7.927012177159996,0.0729878228400036,7.151324272155762,0.8486757278442383,0.7756879050042347,505.049,5.4343,43.78,3.0,0.7101449275362319,0.9780001955240021,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-18B86A941AB90E1DAC869E6F"", ""HSTR-2FA805F478E9826B2D20A00D"", ""HSTR-6515A7DA5820DCAC81A32E11""]","[0.7101449275362319, 0.7101449275362319, 0.48717948717948717]"
HSTR-6515A7DA5820DCAC81A32E11,HSCF-BB09267982AF80FE5A8A63C54D3F5929770BA9E922967543F916929FA14D7F24,3,8.231361899,8.13606913442648,0.09529276457351976,7.377613067626953,0.8537488313730464,0.7584560667995266,468.588,4.5349,43.78,4.0,0.676056338028169,0.9880827452834966,False,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-6EA41A2083EF7E6C24958D54"", ""HSTR-285AA7EC7BA9C6F1AC877E90"", ""HSTR-15D3E26C7D3C7FEF6D690728""]","[0.676056338028169, 0.6527777777777778, 0.6486486486486487]"
HSTR-5355EF36D039AA42623867F7,HSCF-7C6C57BAFD487AA8D4803D571DB1BDA42F6B8288326AC0C16BF99AA2DCF4EE8C,1,2.301029996,2.5616573609322804,0.26062736493228034,3.304863691329956,1.003833695329956,0.7432063303976757,673.799,5.4775,125.57,8.0,0.8068181818181818,0.969152967196047,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-97A2B20BFB59A4C216FEAEB4"", ""HSTR-849793F9BFF7B9626AA10970"", ""HSTR-6A48893997D47BBEEB0A7318""]","[0.8068181818181818, 0.7912087912087912, 0.7395833333333334]"
HSTR-84C56F3A1523D016266A4B90,HSCF-E1661BD386330995B2573C92EBD48878A8E60FE7C9C2AB7F65F32572EC39A90D,1,7.522878745,7.2939077497801,0.22897099521989972,6.560441493988037,0.9624372510119628,0.733466255792063,491.514,2.2461,107.45,6.0,0.8428571428571429,0.969152967196047,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-729CF35CF0A451F84508CE4E"", ""HSTR-145E04FE9755A9AD54BE5569"", ""HSTR-E2B7C22BF938A5454F548196""]","[0.8428571428571429, 0.8428571428571429, 0.8169014084507042]"
HSTR-1C75E5FBA96862139ED83AE7,HSCF-E1661BD386330995B2573C92EBD48878A8E60FE7C9C2AB7F65F32572EC39A90D,1,7.522878745,7.280198070464967,0.24268067453503317,6.560441493988037,0.9624372510119628,0.7197565764769296,491.514,2.2461,107.45,6.0,0.8428571428571429,0.969152967196047,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-729CF35CF0A451F84508CE4E"", ""HSTR-145E04FE9755A9AD54BE5569"", ""HSTR-E2B7C22BF938A5454F548196""]","[0.8428571428571429, 0.8428571428571429, 0.8169014084507042]"
HSTR-ABC8B5F36DD6A4AA89FC1FC8,HSCF-073C4631AE90236EA26BFE23549361A23E0A00B90A38BE18338C04AA84362B62,1,8.397940008672037,7.012832036202846,1.385107972469192,6.3140645027160645,2.083875505955973,0.6987675334867811,433.343,3.6593,92.95,2.0,0.746268656716418,0.969152967196047,True,unresolved,chembl_herg_specialized_view,False,False,3,1.3979400089999992,3.2796165783111064e-10,1.0,True,True,"[""HSTR-C6615585A4782BF3F8ADF086"", ""HSTR-F7840E1124E8460E07F2E9C3"", ""HSTR-343466C53BBB4C70435455C0""]","[0.746268656716418, 0.7164179104477612, 0.703125]"
HSTR-A20DB7E05B7263BEBF7BBA73,HSCF-45D97602BB584E807638270192C0115FC5A7BF9B5F57B41CDD05C3499210AC80,0,8.173925197149586,6.766960302376193,1.4069648947733935,6.073752403259277,2.1001727938903088,0.6932078991169153,459.516,3.9816,57.28,8.0,0.7733333333333333,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,True,False,2,2.991722425349508e-10,1.495861212674754e-10,2.0,False,False,"[""HSTR-03F60B0C3023D6F7C54F021F"", ""HSTR-470DAFA65929196D841C2CE6"", ""HSTR-787FD0762D7420B164515DA8""]","[0.7733333333333333, 0.6144578313253012, 0.6144578313253012]"
HSTR-8AB3E34B271F46C9C7F82819,HSCF-DC4E4259E582420F0C1A8A6534799B21FC96C228860B0B9F520855BC11B2A05E,3,8.920818753976189,7.648860611759195,1.2719581422169934,6.965304851531982,1.9555139024442063,0.6835557602272129,420.509,3.8997,52.93,9.0,0.7407407407407407,0.9880827452834966,True,radioligand_binding,chembl_herg_specialized_view,False,True,2,4.7625903221160115e-11,2.3812951610580058e-11,1.0,False,False,"[""HSTR-91AE6EDE80896FF3BEDC00D2"", ""HSTR-1F1B1359854DF1A3C62E18E8"", ""HSTR-450F40F13AAAB637925A575C""]","[0.7407407407407407, 0.6607142857142857, 0.5645161290322581]"
HSTR-6069A7089E1B447F032B7269,HSCF-AB151C259C9CC9CECA5E32A5CB06CBE36F21B0E4661B5E2DACED25F6320B54BF,0,9.091514981,6.977819464481573,2.113695516518426,6.298407554626465,2.7931074263735347,0.6794119098551086,475.534,4.9169,47.19,7.0,0.7671232876712328,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,False,False,3,3.9891420724117914,1.213500411267887e-10,2.3333333333333335,True,True,"[""HSTR-F3F3E1CB1D674937746D67A8"", ""HSTR-470DAFA65929196D841C2CE6"", ""HSTR-25A92FB0FCC2F8A6B14E36CE""]","[0.7671232876712328, 0.6582278481012658, 0.6144578313253012]"
HSTR-825A302ED4EEA7AE569CE1F2,HSCF-73E360F59377758AFA52DA9580617D12324694B0E28260AA75AF3DEEE17B1AD0,0,8.744727494948346,6.706522022562122,2.038205472386225,6.030172824859619,2.7145546700887273,0.6763491977025025,494.512,4.451,60.08,7.0,0.7974683544303798,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,True,True,2,1.0330580835216097e-10,5.165290417608048e-11,2.0,False,False,"[""HSTR-25A92FB0FCC2F8A6B14E36CE"", ""HSTR-F3F3E1CB1D674937746D67A8"", ""HSTR-470DAFA65929196D841C2CE6""]","[0.7974683544303798, 0.7125, 0.6162790697674418]"
HSTR-FEED3781AA359472083C1041,HSCF-E7C32EB9C5CBA9883459A57758C3E63734D380AD14BCA444BA94FC3D6CED79A6,2,7.749579997845553,7.7049858292320135,0.044594168613539154,7.02937126159668,0.7202087362488729,0.6756145676353338,576.274,6.1442,84.5,9.0,0.7647058823529411,0.9780001955240021,True,radioligand_binding,chembl_herg_specialized_view,False,False,2,3.0889424351698835e-10,1.5444712175849418e-10,1.5,False,False,"[""HSTR-F76D5C8809826379A4F4DF1E"", ""HSTR-EEC3D5B0D4F659D0B9C5625E"", ""HSTR-C04806D0193402EE512B7C90""]","[0.7647058823529411, 0.7391304347826086, 0.6428571428571429]"
HSTR-0F9F2F8738B8446D8711D2AE,HSCF-ADF9CFF3CAAAD9B68F7328ABF603474C7F85A066160B523BB47FC6A999C01288,1,8.732828272,8.605675386535829,0.12715288546417192,7.934537887573242,0.7982903844267586,0.6711374989625867,373.382,3.5364,48.05,2.0,0.711864406779661,0.969152967196047,True,unresolved,quantitative_pic50_release,True,False,1,0.0,0.0,0.0,False,False,"[""HSTR-E35909E6A509BCB1A26AFF35"", ""HSTR-9B2E7BE394E4B9FD8891347A"", ""HSTR-85F66C0BD6A941BE558C12E5""]","[0.711864406779661, 0.6666666666666666, 0.6607142857142857]"
HSTR-789CE04CF17C696D8BB94AA1,HSCF-B0780A3E696A33AA064700595A6B8AB8CBD19BC96277A79F18DEFA1C8A139F0B,0,1.336299075,3.1648835586924906,1.8285844836924907,3.8343255519866943,2.4980264769866944,0.6694419932942037,130.255,1.8828,0.0,4.0,0.4117647058823529,0.960840556938126,True,unresolved,quantitative_pic50_release,False,False,1,0.0,0.0,0.0,False,False,"[""HSTR-E233001F388AC564DD4799C0"", ""HSTR-89D727EE44AAC148A48D87B6"", ""HSTR-BB0C579EA2462E9F43A5A7CD""]","[0.4117647058823529, 0.4117647058823529, 0.4117647058823529]"
HSTR-B65CB6673C1FF1DE096575F3,HSCF-73E360F59377758AFA52DA9580617D12324694B0E28260AA75AF3DEEE17B1AD0,0,8.387216143,6.770920770550837,1.616295372449163,6.103538990020752,2.283677152979248,0.6673817805300848,458.532,4.0147,60.08,8.0,0.7894736842105263,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,True,True,3,3.834374174622484,2.802647003363745e-10,2.3333333333333335,True,True,"[""HSTR-470DAFA65929196D841C2CE6"", ""HSTR-25A92FB0FCC2F8A6B14E36CE"", ""HSTR-03F60B0C3023D6F7C54F021F""]","[0.7894736842105263, 0.6352941176470588, 0.6071428571428571]"
HSTR-23208008D17A845884CDD64E,HSCF-AB151C259C9CC9CECA5E32A5CB06CBE36F21B0E4661B5E2DACED25F6320B54BF,0,8.657577319,6.537657313011229,2.119920005988771,5.8739752769470215,2.783602042052978,0.6636820360642073,523.55,4.2604,67.42,9.0,0.6867469879518072,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,False,False,3,3.7715206714846303,1.7779377969873167e-10,2.3333333333333335,True,True,"[""HSTR-86CB5C96BDFACA6AF1E66C0F"", ""HSTR-F277C223F701A663ECC2A44B"", ""HSTR-83C77AC8F0FFE8900265652C""]","[0.6867469879518072, 0.6746987951807228, 0.6436781609195402]"
HSTR-ADF55CFA1924505B013723F9,HSCF-439BF337C35594EE42B3520EE13B78B528F732478893AAE64F4F2125A83B06F9,1,7.522878745,6.967207152869555,0.5556715921304445,6.305551528930664,1.2173272160693358,0.6616556239388913,490.526,2.8511,94.56,6.0,0.8955223880597015,0.969152967196047,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-E363F39277FF0506258CE1D3"", ""HSTR-DD25C744BED533DE0F025A1A"", ""HSTR-729CF35CF0A451F84508CE4E""]","[0.8955223880597015, 0.8955223880597015, 0.855072463768116]"
HSTR-7562FF9A26271AD2CEC0E96A,HSCF-73E360F59377758AFA52DA9580617D12324694B0E28260AA75AF3DEEE17B1AD0,0,8.55284196882889,6.872161965867645,1.6806800029612452,6.212302207946777,2.3405397608821126,0.6598597579208674,502.585,4.0313,69.31,10.0,0.7317073170731707,0.960840556938126,True,patch_clamp_electrophysiology,chembl_herg_specialized_view,True,True,2,3.4221869782413705e-10,1.7110934891206853e-10,2.0,False,False,"[""HSTR-470DAFA65929196D841C2CE6"", ""HSTR-F3F3E1CB1D674937746D67A8"", ""HSTR-25A92FB0FCC2F8A6B14E36CE""]","[0.7317073170731707, 0.6091954022988506, 0.5760869565217391]"
HSTR-416D6351461CE07D48850641,HSCF-FB35363999A061963283BE6BE0815A8FB5DD54650742E18E89431A863F53CDB6,2,8.886056648,8.753605676562227,0.1324509714377733,8.097516059875488,0.788540588124512,0.6560896166867387,306.369,2.7825,45.4,2.0,0.78,0.9780001955240021,True,unresolved,quantitative_pic50_release,True,False,1,0.0,0.0,0.0,False,False,"[""HSTR-BF4DFA3E21CC666E7A8E8E0A"", ""HSTR-A1C9B709BD2790B7F3CC5DE1"", ""HSTR-9C04A577230FB3738EFA155C""]","[0.78, 0.7115384615384616, 0.6851851851851852]"
HSTR-26F843675CB1193717450438,HSCF-439BF337C35594EE42B3520EE13B78B528F732478893AAE64F4F2125A83B06F9,1,7.522878745,6.961209989372063,0.5616687556279372,6.305551528930664,1.2173272160693358,0.6556584604413986,490.526,2.8511,94.56,6.0,0.8955223880597015,0.969152967196047,True,unresolved,quantitative_pic50_release,False,True,1,0.0,0.0,0.0,False,False,"[""HSTR-E363F39277FF0506258CE1D3"", ""HSTR-DD25C744BED533DE0F025A1A"", ""HSTR-729CF35CF0A451F84508CE4E""]","[0.8955223880597015, 0.8955223880597015, 0.855072463768116]"
HSTR-C04806D0193402EE512B7C90,HSCF-8AA86663B6EE5A80767402A3C1DB20E193DF914EEDD62751393D474DF23D9881,3,7.950781977164909,7.489415963833835,0.46136601333107397,6.8348708152771,1.1159111618878095,0.6545451485567355,527.802,5.2432,84.5,8.0,0.796875,0.9880827452834966,True,radioligand_binding,chembl_herg_specialized_view,False,True,2,3.298179507282839e-10,1.6490897536414195e-10,1.5,False,False,"[""HSTR-27F017DBCB38588906F7EC5F"", ""HSTR-8D10D764A8BE8F39FD519A28"", ""HSTR-FEED3781AA359472083C1041""]","[0.796875, 0.6461538461538462, 0.6428571428571429]"
HSTR-DF96BA49F521F76CBB9DCD9A,HSCF-D80BF97B2DFB1C1A48C156E389388AB7819EF5CDA7A8CDC3B85AC7525BC68135,1,9.387216143140133,7.018537183763561,2.368678959376572,6.369828701019287,3.017387442120846,0.648708482744274,375.472,4.0388,39.52,4.0,0.7636363636363637,0.969152967196047,True,binding_unspecified,chembl_herg_specialized_view,False,True,2,2.802647003363745e-10,1.4013235016818726e-10,0.0,False,False,"[""HSTR-3EF02905EEF9D9BD1F0B42C3"", ""HSTR-60E00CFAD5D2FDB7A22C5CF1"", ""HSTR-B1D61224F29384F5A7971461""]","[0.7636363636363637, 0.3442622950819672, 0.3287671232876712]"
HSTR-AB0EC8F1F39A6FA0F2CB6B8A,HSCF-D707876BCC74621FE2880F29A8A609D8F41FDC04649F6F9B27744E65099A984C,0,9.214670165,8.73295037372872,0.4817197912712796,8.094558715820312,1.1201114491796869,0.6383916579084072,336.435,3.3599,55.56,5.0,0.8235294117647058,0.960840556938126,False,unresolved,quantitative_pic50_release,True,True,1,0.0,0.0,0.0,False,False,"[""HSTR-891B497957E3A340FE5943C8"", ""HSTR-6C4E1C59B8F840DD74A1029B"", ""HSTR-79A96A48E810352A3DF2BEBF""]","[0.8235294117647058, 0.8235294117647058, 0.803921568627451]"
