table,code,severity,scope,message,row_number,column,identifier,value,context
herg,missing_numeric_value,error,row,'value_raw' is missing.,1695,value_raw,2020938,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,1696,value_raw,2020939,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,1730,value_raw,2024788,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,1731,value_raw,2024791,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,1830,value_raw,2044047,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,1920,value_raw,2075886,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2066,value_raw,2098741,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2083,value_raw,2103451,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2090,value_raw,2103458,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2091,value_raw,2103459,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2093,value_raw,2103461,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2094,value_raw,2103462,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2095,value_raw,2103463,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2098,value_raw,2103466,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2099,value_raw,2103467,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2101,value_raw,2103469,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2102,value_raw,2103470,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2103,value_raw,2103471,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2105,value_raw,2103487,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2126,value_raw,2106551,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2185,value_raw,2106741,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2227,value_raw,2114905,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2228,value_raw,2114932,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2229,value_raw,2114933,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2230,value_raw,2114934,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2231,value_raw,2114935,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2236,value_raw,2114940,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2238,value_raw,2114942,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2240,value_raw,2114944,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2246,value_raw,2117796,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2247,value_raw,2117797,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2248,value_raw,2117798,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2249,value_raw,2117799,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2250,value_raw,2117800,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2251,value_raw,2117801,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2252,value_raw,2117802,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2253,value_raw,2117803,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2254,value_raw,2117804,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2255,value_raw,2117805,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2256,value_raw,2117806,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2257,value_raw,2117807,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2275,value_raw,2150120,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2286,value_raw,2150131,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2287,value_raw,2150132,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2288,value_raw,2150133,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2289,value_raw,2150134,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2290,value_raw,2150135,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2291,value_raw,2150136,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2292,value_raw,2150137,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2293,value_raw,2150138,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2294,value_raw,2150139,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2295,value_raw,2150140,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2296,value_raw,2150141,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2297,value_raw,2150142,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2298,value_raw,2150143,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2299,value_raw,2150144,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2302,value_raw,2150147,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2303,value_raw,2150148,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2304,value_raw,2150149,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2305,value_raw,2150150,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2306,value_raw,2150151,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2307,value_raw,2150152,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2308,value_raw,2150153,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2309,value_raw,2150154,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2311,value_raw,2150156,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2312,value_raw,2150157,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2353,value_raw,2247656,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2362,value_raw,2248420,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2365,value_raw,2248423,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2366,value_raw,2248424,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2367,value_raw,2248425,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2392,value_raw,2271796,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2421,value_raw,2274010,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2422,value_raw,2276257,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2423,value_raw,2279135,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2650,value_raw,2363984,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2651,value_raw,2363985,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2698,value_raw,2369508,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2699,value_raw,2369509,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2703,value_raw,2369513,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2706,value_raw,2369516,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2708,value_raw,2369518,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2715,value_raw,2371949,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2716,value_raw,2375074,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2732,value_raw,2393620,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2747,value_raw,2397405,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2748,value_raw,2397406,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2749,value_raw,2397407,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2750,value_raw,2397408,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2753,value_raw,2399640,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2767,value_raw,2400164,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2768,value_raw,2400165,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2769,value_raw,2400166,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2770,value_raw,2400167,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2771,value_raw,2400168,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2772,value_raw,2400169,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2773,value_raw,2400170,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2774,value_raw,2400171,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2775,value_raw,2400172,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2776,value_raw,2400173,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2777,value_raw,2400174,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2778,value_raw,2400175,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2779,value_raw,2400176,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2780,value_raw,2400177,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2843,value_raw,2413843,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2848,value_raw,2417497,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2850,value_raw,2417505,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2851,value_raw,2417509,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2852,value_raw,2417513,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2854,value_raw,2417521,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2855,value_raw,2417525,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2857,value_raw,2417533,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2858,value_raw,2417537,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2860,value_raw,2417545,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2861,value_raw,2417549,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2863,value_raw,2417557,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2865,value_raw,2417565,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2866,value_raw,2417569,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2920,value_raw,2447685,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2933,value_raw,2458872,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2936,value_raw,2458875,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2956,value_raw,2461548,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2981,value_raw,2471219,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,2982,value_raw,2471221,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3011,value_raw,2473924,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3012,value_raw,2473925,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3013,value_raw,2473926,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3014,value_raw,2473927,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3015,value_raw,2473928,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3016,value_raw,2473929,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3017,value_raw,2473930,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3018,value_raw,2473931,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3019,value_raw,2473932,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3020,value_raw,2473933,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3023,value_raw,2483337,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3024,value_raw,2483338,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3036,value_raw,2483749,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3037,value_raw,2483750,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3086,value_raw,2513808,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3095,value_raw,2513817,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3115,value_raw,2515575,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3116,value_raw,2515576,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3130,value_raw,2515590,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3132,value_raw,2515592,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3138,value_raw,2516660,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3139,value_raw,2516661,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3146,value_raw,2516668,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3153,value_raw,2558159,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3154,value_raw,2558173,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3155,value_raw,2558174,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3156,value_raw,2558175,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3157,value_raw,2558176,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3158,value_raw,2558177,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3159,value_raw,2558178,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3200,value_raw,2564476,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3201,value_raw,2564478,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3234,value_raw,2572172,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3342,value_raw,2603609,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3361,value_raw,2609297,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3362,value_raw,2609299,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3363,value_raw,2609300,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3364,value_raw,2609302,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3389,value_raw,2609508,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3390,value_raw,2609509,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3391,value_raw,2609510,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3393,value_raw,2611104,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3394,value_raw,2611105,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3395,value_raw,2611106,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3469,value_raw,2640522,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3470,value_raw,2641246,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3510,value_raw,2653704,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3511,value_raw,2653705,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3516,value_raw,2653710,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3517,value_raw,2653711,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3519,value_raw,2653713,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3520,value_raw,2653714,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3532,value_raw,2674546,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3584,value_raw,2675863,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3585,value_raw,2675864,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3586,value_raw,2675865,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3587,value_raw,2675866,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3588,value_raw,2675867,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3589,value_raw,2675868,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3590,value_raw,2675869,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3591,value_raw,2675870,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3592,value_raw,2675871,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3593,value_raw,2675872,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3594,value_raw,2675873,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3595,value_raw,2675874,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3596,value_raw,2675875,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3597,value_raw,2675876,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3598,value_raw,2675877,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3599,value_raw,2675878,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3600,value_raw,2675879,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3601,value_raw,2675880,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3602,value_raw,2675881,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3603,value_raw,2675882,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3604,value_raw,2675883,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3605,value_raw,2675884,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3606,value_raw,2675885,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3607,value_raw,2675886,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3608,value_raw,2675887,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3609,value_raw,2675888,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3610,value_raw,2675889,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3611,value_raw,2675890,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3612,value_raw,2675891,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3613,value_raw,2675892,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3614,value_raw,2675893,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3615,value_raw,2675894,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3616,value_raw,2675895,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3617,value_raw,2675896,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3618,value_raw,2675897,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3619,value_raw,2675898,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3620,value_raw,2675899,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3621,value_raw,2675900,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3622,value_raw,2675901,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3623,value_raw,2675902,,{}
herg,missing_numeric_value,error,row,'value_raw' is missing.,3624,value_raw,2675903,,{}
