table,code,severity,scope,message,row_number,column,identifier,value,context
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,129,standard_value,15462029,4.483,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,130,standard_value,15462030,81.67,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,131,standard_value,15462031,1.5,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,132,standard_value,15462032,7.0,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,133,standard_value,15462033,95.0,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,142,standard_value,15462047,0.9333,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,143,standard_value,15462048,0.5167,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,144,standard_value,15462049,1.033,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,145,standard_value,15462050,4.333,"{""assay_count"":10,""compound_key"":""CHEMBL841"",""endpoint"":""auc"",""log10_spread"":2.264485143743186,""maximum"":95.0,""measurement_count"":10,""minimum"":0.5167,""target"":""CHEMBL375"",""threshold"":2.0,""unit"":""ng.hr.ml-1""}"
pk,conflicting_repeated_measurement,warning,row,Repeated exact measurements differ by at least the configured log10 threshold.,183,standard_value,19429034,410.0,"{""assay_count"":2,""compound_key"":""CHEMBL841"",""endpoint"":""solubility"",""log10_spread"":4.010723865391773,""maximum"":410.0,""measurement_count"":2,""minimum"":0.04,""target"":""CHEMBL2362975"",""threshold"":2.0,""unit"":""ug.ml-1""}"
pk,unknown_unit,warning,row,Unit is not in the configured controlled vocabulary.,37,standard_units,5173182,mg Kg-1,{}
pk,unknown_unit,warning,row,Unit is not in the configured controlled vocabulary.,69,standard_units,18150971,mg.kg-1,{}
pk,unknown_unit,warning,row,Unit is not in the configured controlled vocabulary.,73,standard_units,6262224,ml,{}
pk,mass_concentration_requires_molecular_weight,info,row,Mass-concentration solubility is valid but requires molecular weight before comparison with molar solubility.,72,standard_units,3468634,ug.mL-1,{}
pk,mass_concentration_requires_molecular_weight,info,row,Mass-concentration solubility is valid but requires molecular weight before comparison with molar solubility.,183,standard_units,19429034,ug.mL-1,{}
