1852538,Reversible differentiation arrest in human MV4-11 cells at 0.1 to 10 uM measured after 7 days by flow cytometric analysis,CHEMBL5107260,ChEMBL,ChEMBL,,2,2,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852537,Induction of cell differentiation in human MV4-11 cells assessed as increase in CD11b expression at 10 uM measured after 7 days by flow cytometric analysis,CHEMBL5107259,ChEMBL,ChEMBL,,2,2,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852536,Inhibition of CMGC (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107258,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852535,Inhibition of GAMK (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107257,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852534,Inhibition of AGC (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107256,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852533,Inhibition of CK1 (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107255,ChEMBL,ChEMBL,,,1,5,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852532,Inhibition of STE (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107254,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852531,Inhibition of TKL (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107253,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852530,Inhibition of tyrosine kinase (unknown origin) at 1 uM in presence of ATP at Km concentration by Mobility shift assay relative to control,CHEMBL5107252,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852529,Downregulation of MEISI gene in human MV4-11 cells incubated for 24 hrs by real-time PCR analysis,CHEMBL5107251,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852528,Downregulation of HOXA9 gene in human MV4-11 cells incubated for 24 hrs by real-time PCR analysis,CHEMBL5107250,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852527,Antiproliferative activity against human Pfeiffer cells assessed as reduction in cell viability,CHEMBL5107249,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852526,Antiproliferative activity against human Ramos cells assessed as reduction in cell viability,CHEMBL5107248,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852525,Antiproliferative activity against human Raji cells assessed as reduction in cell viability,CHEMBL5107247,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852524,Antiproliferative activity against human SU-DHL-6 cells assessed as reduction in cell viability,CHEMBL5107246,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852523,Antiproliferative activity against human MV4-11 cells assessed as reduction in cell viability measured for 3 days followed by replacement with fresh medium of compound and measured after 72 hrs by cell counting assay,CHEMBL5107245,ChEMBL,ChEMBL,Confirmatory,2,2,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852522,Antiproliferative activity against human MV4-11 cells assessed as reduction in cell viability measured for 3 days by cell counting assay,CHEMBL5107244,ChEMBL,ChEMBL,Confirmatory,2,2,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852521,Solubility of compound in phosphate buffer at pH 7.4 by spectrophotometric analysis,CHEMBL5107243,ChEMBL,ChEMBL,,,8,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852520,Antiproliferative activity against human HL-60 cells harboring MLL-AF4 assessed as cell growth inhibition measured for 72 hrs by MTT assay,CHEMBL5107242,ChEMBL,ChEMBL,Confirmatory,3,38,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852519,Antiproliferative activity against human MV4-11 cells harboring MLL-AF4 assessed as cell growth inhibition measured for 72 hrs by MTT assay,CHEMBL5107241,ChEMBL,ChEMBL,Confirmatory,22,38,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852518,Inhibition of Menin/fluorescein labeled MLL(4 to 43 residues) (unknown origin) protein protein interaction incubated for 1 hr by fluorescence polarization-based competitive binding assay,CHEMBL5107240,ChEMBL,ChEMBL,Confirmatory,22,38,2,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1817618,"Toxicity in NCG mouse xenografted with luciferase-tagged MV4-11 cells assessed as change in body weight at 150 mg/kg, po administered daily for 4 days measured after 48 hrs",CHEMBL5040231,ChEMBL,ChEMBL,,,1,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
