selection_order,selection_category,selection_rationale,paired_cliff_id,structure_id,standardized_smiles,p_activity_median,series_id,series_size,qed,property_window_violation_count,herg_evidence_status,pk_observation_count,local_novelty_achiral,experimental_followup_tier
33,activity_cliff_confirmation,confirm a high-similarity ≥100-fold potency cliff in a harmonized repeat assay,CLF-01F3DBFB4F44DFD8,STR-13418EBC6BF2EEA6DE7C,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,4.069050968832477,SER-EFE8DDCEA5E93C8D,1,0.018947211111775174,5,predicted_high_concern,0,0.08045977011494254,priority_5_context_only
34,activity_cliff_confirmation,confirm a high-similarity ≥100-fold potency cliff in a harmonized repeat assay,CLF-01F3DBFB4F44DFD8,STR-2FF2DB436296505D61BF,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)O,7.943095148663527,SER-06A12C1AB182B12E,4,0.014179767397549793,6,predicted_high_concern,0,0.16161616161616166,priority_4_chemistry_review
35,activity_cliff_confirmation,confirm a high-similarity ≥100-fold potency cliff in a harmonized repeat assay,CLF-F3B83F77EE674F06,STR-6B0BEC7CA952AA3F373C,N#Cc1ccc(N2CCC(N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)CC2)cc1,6.180830262794661,SER-2BD9ED0A7165EEA0,1,0.6460657329629428,0,predicted_high_concern,0,0.16666666666666663,priority_5_context_only
36,activity_cliff_confirmation,confirm a high-similarity ≥100-fold potency cliff in a harmonized repeat assay,CLF-F3B83F77EE674F06,STR-B22B1045ECF10A2BE02D,N#Cc1ccc(-c2ccc(N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)cc2)cc1,2.588211995456131,SER-66F02321E9FFE05C,1,0.47134902476579105,1,predicted_high_concern,0,0.16666666666666663,priority_5_context_only
37,negative_control,"lower-potency, property-compatible negative control for prospective decision utility",,STR-9F7531856423F982C41A,COc1ccc(-c2csc(CC(N)=O)n2)cc1Br,4.096910013008056,SER-BF278505F68AD0A8,7,0.9386813731569359,0,predicted_high_concern,0,0.34042553191489366,priority_5_context_only
38,negative_control,"lower-potency, property-compatible negative control for prospective decision utility",,STR-161DEB8746E0069E7832,Cc1cc(C)c(-c2csc(CC(N)=O)n2)cc1C,2.920818753952375,SER-BF278505F68AD0A8,7,0.9221847161746672,0,unknown_outside_applicability_domain,0,0.45238095238095233,priority_5_context_only
39,negative_control,"lower-potency, property-compatible negative control for prospective decision utility",,STR-1208A8B445C263EA876B,CN1CCC(C2(C3CCCCN3)CN(C)Cc3ccccc32)CC1,2.850165303284215,SER-253494B3E5334E98,1,0.901000598051304,0,predicted_high_concern,0,0.3846153846153846,priority_5_context_only
40,negative_control,"lower-potency, property-compatible negative control for prospective decision utility",,STR-8FD0357B1C250F490F7A,CN1CCC(C2(C3CCCC3)NCCc3ccccc32)CC1,3.846490010699162,SER-6130AFF64594955F,3,0.8978926933252233,0,predicted_high_concern,0,0.275,priority_5_context_only
41,negative_control,"lower-potency, property-compatible negative control for prospective decision utility",,STR-146E181369D6F6CAEBB4,c1ccc2c(c1)CCNC2(CC1CCNCC1)C1CCCC1,3.5247647773958715,SER-F711D2CF22F39578,1,0.8906087851653162,0,predicted_high_concern,0,0.31999999999999995,priority_5_context_only
42,negative_control,"lower-potency, property-compatible negative control for prospective decision utility",,STR-D4B27E39EABBED1674BA,O=C(Cc1nc(-c2ccc(F)cc2)cs1)N1CCOCC1,3.9706162223147903,SER-45D381A09DD84709,1,0.8739929500869278,0,predicted_indeterminate,0,0.4042553191489362,priority_5_context_only
43,pk_bridge,public PK/ADMET context exists; repeat under a single compatible protocol before modeling,,STR-C16923E52D20199D1E6F,C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,8.568636235841012,SER-AEAE080E536FEC3F,3,0.30027716437586754,1,predicted_high_concern,11,0.0,priority_3_potent_liability_flag
44,pk_bridge,public PK/ADMET context exists; repeat under a single compatible protocol before modeling,,STR-EB3EDBE36DF9F6873496,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)C3CCCC3)CC2)cc1,6.943095148663527,SER-D837B57CD0E0B2C6,3,0.5415845005834906,0,predicted_high_concern,5,0.2666666666666667,priority_5_context_only
45,pk_bridge,public PK/ADMET context exists; repeat under a single compatible protocol before modeling,,STR-5292CC2045CB1C1E8EBD,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,6.4089353929735005,SER-317158EDAD8598EE,25,0.6048816175181486,0,predicted_high_concern,5,0.0,priority_5_context_only
46,pk_bridge,public PK/ADMET context exists; repeat under a single compatible protocol before modeling,,STR-329A1DF49F92EC5C8A64,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,7.832682665251824,SER-D26B28296D86E051,1,0.2601715992015226,0,predicted_high_concern,2,0.2068965517241379,priority_3_potent_liability_flag
47,pk_bridge,public PK/ADMET context exists; repeat under a single compatible protocol before modeling,,STR-FB32B5E0FE59CE4699E6,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CC1CNC(=O)CO1,8.1249387366083,SER-E8FAB356E73C31D0,3,0.3225900364299884,0,predicted_high_concern,1,0.0,priority_3_potent_liability_flag
48,pk_bridge,public PK/ADMET context exists; repeat under a single compatible protocol before modeling,,STR-6BDEB3BA85482F5765AF,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(=O)CF)CC1,8.0,SER-AABF4AB999A5F725,15,0.2502237065707219,1,predicted_high_concern,1,0.08235294117647063,priority_3_potent_liability_flag
